review_id,text,rating,user,time_created,business_id_R,business_id,name,review_count,rating,price,phone,street,city,zip_code,state,country
4ZRB_rpLNmFj7ibu_eQldQ,"HILARIOUS name aside, this place is new and SO good!!! The delivery driver was nice and they waited for me to finally answer their calls after 6+ minutes of...",5,"Chelsea S.","2020-01-01 21:37:51",aQ9Ecq42yGpu1DneqBF-zA,aQ9Ecq42yGpu1DneqBF-zA,"Cheeze Louiez Pizzeria",8,4.50,NULL,+13479160995,"791 Flushing Ave",Brooklyn,11206,NY,US
5-udXvNDZvKoGOHljDSoaQ,"Tasty and cheap. The perfect date space. Has a bathroom and it is always clean.

The waitstaff is always awesome and the hot oil - you must use. Do not...",5,"Christina C.","2019-12-15 11:32:28",d7Asc4q2ImoPlA_BhfroTQ,d7Asc4q2ImoPlA_BhfroTQ,"Kesté Pizza & Vino",1400,4.00,2,+12122431500,"271 Bleecker St","New York",10014,NY,US
543wdFepazT1xcTaq-VOLw,"Really great place - fabulous location near NYU. 

Nice vibe, very cozy, food priced really well, and delicious!  Loved the menu lots of great apps, pizza...",5,"L H.","2020-01-03 17:52:51",XInU-DVHFwunAnsOL8bOrA,XInU-DVHFwunAnsOL8bOrA,"3 Giovani",132,3.50,2,+12124757420,"548 Laguardia Pl","New York",10012,NY,US
54j_aO7IAR2ehVeoUeSbMg,"This is one of our favorite restaurants. The food is amazing!!! Very good wine selection, bar area, outdoor seating when warm. 
The service is so good we...",5,"Radharani M.","2019-09-01 17:53:25",-0fjWWC2SY6kNxGfD8PKGg,-0fjWWC2SY6kNxGfD8PKGg,"Palermo Restaurant & Bar",206,4.50,2,+17182670010,"2392 21st St",Astoria,11105,NY,US
55AxxMMQU2zc3IYCsJZOTA,"I went to Natoli's for lunch and got the Philly Cheese Steak Panini (from the Monday Specials menu) and the Panini Italia (from the normal menu). The cheese...",4,"Stephen L.","2019-12-30 21:56:06",EPc0k8-R7mKhpDCJ3H7arg,EPc0k8-R7mKhpDCJ3H7arg,Natoli's,255,4.50,2,+12018642243,"300 Clarendon St",Secaucus,7094,NJ,US
55bBnePxqepo9hEEaL6Y0g,"It's easy to say that all pizza in New York is fantastic. That doesn't make it true, but it is easy to say. Mainly because New York boasts the best pizza in...",4,"Scott M.","2019-12-04 16:17:08",J17UnrHP-kDBaaQzhIUWLQ,J17UnrHP-kDBaaQzhIUWLQ,"Rose's Pizza",275,3.50,1,+12126297455,"1 Penn Plz","New York",10119,NY,US
55s385ZoXfO8GDwcYkDvDg,"So freaking good- the crust is made so well on pizza.

A must try is the the zucchini pizza!",5,"C M.","2019-09-15 09:36:44",LlT5XLc88hFDcWiCKskasg,LlT5XLc88hFDcWiCKskasg,"Pizzeria Giove",305,4.00,2,+13472860635,"278 New Dorp Ln","Staten Island",10306,NY,US
59EbMWfrS6jrdu_sveg5qg,"Love this place!! The owner is so kind and accommodating. We needed a last minute order and called before the place opened. Luckily, we were able to catch...",5,"Crystal P.","2019-12-25 09:16:38",aUUx_uaKsO2oeNVSjUAN3g,aUUx_uaKsO2oeNVSjUAN3g,"Pizza Garden",109,4.00,1,+17184615151,"171-01 Northern Blvd",Flushing,11358,NY,US
5bNv1fQDXoxsKZtPCkcd1w,"I never really understood pizza until moving to New York. It MUST be something in the water. While looking for something to eat before going to the movies,...",5,"Daniel S.","2019-12-20 14:59:48",uSOnbiYkOgrcIF6IyBxgHg,uSOnbiYkOgrcIF6IyBxgHg,"Slice Joint",3,5.00,NULL,+13324560129,"115 Delancey St","New York",10002,NY,US
5bt1NMzd4oLkOJB5vqmQww,"Burrata slice is FIRE! Insert 9 fire emojis hereee. 

Yes, it's a $6 slice but upon placing it on your tongue you'll soon see why. This was the least greasy...",4,"Marla F.","2019-05-27 16:34:32",fIY1Nxn5AOlKTY5chy54nA,fIY1Nxn5AOlKTY5chy54nA,"Enzo Bruni La Pizza Gourmet",21,4.50,1,+19173303581,"353 W 14th St","New York",10014,NY,US
5C3AXsmkjcemuwoM_UTmuQ,"This place consistently serves up high quality pizza.  Good go-to spot. I usually go with their Sicilian and a plain slice. Their original pizza pie is...",5,"Emmanuel M.","2019-11-22 07:15:07",75s8ErSnvhVTFx1Z4PRGqw,75s8ErSnvhVTFx1Z4PRGqw,"Sicily's Best Pizzeria",73,4.50,1,+17184561833,"190 Cypress Ave",Brooklyn,11237,NY,US
5cXcGh1kSQEqoRVsuU94oA,"Made a reservation for two at 8:30pm, got there at 8:20, saw a line, stood in that line for 45 minutes before realizing that the 10 people in front of you...",1,"Andrew L.","2020-01-12 22:12:31",xTTINi6XWgvSd_dzo8Xkeg,xTTINi6XWgvSd_dzo8Xkeg,Violet,69,3.50,2,+16468505900,"511 E 5th St","New York",10009,NY,US
5D_aog-uHGOcbnvEGYS2VA,"A neighbourhood pizza shop. 
The pizza is just OK - it satisfies the craving. 
I know there are better pizza shops but we often frequent this pizza place...",3,"Marie T.","2018-11-28 20:54:04",1_LlUsiW1Pr01MEgv1dWvw,1_LlUsiW1Pr01MEgv1dWvw,"Rocky's & Nicky's Pizzeria",34,3.50,1,+17187451999,"6824 Colonial Rd",Brooklyn,11220,NY,US
5E61lq91D4ktBYk8Tg1pXw,"One of my favorite squares in Brooklyn.  Been getting squares from here since I was a kid.  The onion under the cheese and that excellent sauce recipe was...",5,"Manny S.","2019-07-13 14:35:50",HrRfms3GVPMgYiORJRkGhQ,HrRfms3GVPMgYiORJRkGhQ,"Elegante Pizzeria",145,4.00,1,+17187459715,"6922 5th Ave",Brooklyn,11209,NY,US
5E6hYONbLZK8P6Sm-y9UPg,"Where have you been alllll my liiiiiife? This place is AMAZING.

Service is impeccable
Ambiance is energetic and fun. You sing and wave your napkin when...",5,"Stephanie W.","2020-01-10 13:57:05",LRgB2kEKtBxqIxNksTO_PQ,LRgB2kEKtBxqIxNksTO_PQ,"Patrizia's - Williamsburg",632,4.00,2,+17182189272,"35 Broadway",Brooklyn,11249,NY,US
5FMv6GYk843MobLxlrXkng,"Yo, this place is my JAM. I'm in Greenpoint about once a week so I stop in here a couple times a month. Never fails. 
This is how I picture the old school...",5,"Hannah H.","2018-10-17 20:05:38",zTHxVxp0gxcwdFDRFRN4cw,zTHxVxp0gxcwdFDRFRN4cw,"Triangolo Pizza",115,4.00,1,+17183895885,"1017 Manhattan Ave",Brooklyn,11222,NY,US
5HQuj4vIfq5GravP7XAOOg,"Grimaldi's IMPOSTERS!!!
As a non-New Yorker, of course we thought the original Grimaldi's opened a new branch in central Manhattan. Adding insult to injury,...",1,"Håkan S.","2019-09-20 07:37:24",OUJkCwzbtw16_KZAzYgE5w,OUJkCwzbtw16_KZAzYgE5w,Grimaldi's,741,3.50,2,+16464845665,"656 6th Ave","New York",10010,NY,US
5ICzo54ujeQ39L3ahFwP9Q,"Solid neighborhood pizza place. I wouldn't say it's a destination, but when we have a hankering for a pizza, Pizza Stop is our choice. Pretty quick delivery...",4,"Pamela S.","2019-08-04 04:24:40",bZZzJ2IJiL-ZAn6qen0-xA,bZZzJ2IJiL-ZAn6qen0-xA,"Pizza Stop",54,4.00,1,+12122224000,"2166 Frederick Douglass Blvd","New York",10026,NY,US
5jOEH_gHBpl0hs7sorDvyg,"Thanks Yelp - best slice I've had during the 26 years I've worked in downtown Manhattan. If you want the quintessential NYC slice - this is the place to get...",5,"Scott B.","2019-09-24 08:48:23",SxevJa1nDYO4KXKSO1Mosw,SxevJa1nDYO4KXKSO1Mosw,"Luna Pizza",82,4.00,2,+12123858118,"225 Park Row","New York",10038,NY,US
5JWCz3nSYUu6GCwKcO7BPg,"I came here during  a lunch break from my weekend gig.  It was the first time I have seen an actual wood oven being used.  The last time,  it was in...",4,"Ling C.","2019-10-26 09:49:32",c7f3V4h8kB4Pvgl3WzUKJg,c7f3V4h8kB4Pvgl3WzUKJg,"Wood Fire Oven Pizza",16,4.00,NULL,+17189757577,"7901 17th Anenue",Brooklyn,11214,NY,US
5jx-J0fqeA5LefroNHo8Jg,"A great spot to grab a pizza or dine in! The pizzeria is spacious and clean with a variety of pizza offerings. The pizzas are made fast and everything...",5,"Fion L.","2019-12-18 19:33:21",1Xqv1CvSCepZsbA_17DLSQ,1Xqv1CvSCepZsbA_17DLSQ,"Baldwin Pizzeria",8,4.50,NULL,+12016534592,"457 Baldwin Ave","Jersey City",7306,NJ,US
5l5qnoEV2ENS8iik5zYa_w,"05.28

Located on the corner
Quick walk in pizza to go spot
4-5 tables outside 
A few tables and a bench inside against the wall

Special: 2 slices and...",5,"Latrunda S.","2019-10-29 21:42:21",zxEjF0MSHuJRmE2-g_VWVg,zxEjF0MSHuJRmE2-g_VWVg,"2 Bros Pizza",357,3.50,1,+12125642733,"557 8th Ave","New York",10018,NY,US
5lDxFdwLbL1-3q9PTzw0bg,"Delivery is always fast, it arrives hot.  The food is delicious",5,"Ralph John V.","2019-11-07 16:36:25",sYRhc9liDE2tzMyS-pVwhg,sYRhc9liDE2tzMyS-pVwhg,"Sunny John Pizzeria",31,4.00,1,+17182416115,"5408 Ave N",Brooklyn,11234,NY,US
5LY7sF_lKO6XNmnKVSBtag,"Came here for my birthday lunch earlier today. First of all, this place is beautiful. We were seated at a table in front of the bar, where the comfy chairs...",5,"Giovanna P.","2020-01-10 12:51:09",-Gc5sTFxoXM3Tiv_dkSJZg,-Gc5sTFxoXM3Tiv_dkSJZg,"Cecconi's Dumbo",657,3.50,3,+17186503900,"55 Water St",Brooklyn,11201,NY,US
5mk75OeVWYZebS32inDang,"Ordered a pepperoni pie through Grubhub. 

Delicious pizza, fast delivery, reasonable prices. 

What else do I need to say?",5,"Aaron P.","2019-08-09 00:48:53",PrQwIJvFcXsjxX2q3LfIeg,PrQwIJvFcXsjxX2q3LfIeg,"Prospect Pizza",52,3.50,1,+13476634410,"599 Flatbush Ave",Brooklyn,11225,NY,US
5mUH7hS5DeKS0MAuRU_mYQ,"This is a super solid slice. If you had this slice you would not go wrong. It is a very typical slice you think of when you think pizza. My major problem...",4,"Vincent A.","2019-07-28 17:18:30",JFgD13hC_Y7IPjQetVrzyg,JFgD13hC_Y7IPjQetVrzyg,"Rivoli Pizza",18,3.50,1,+12126912704,"180 7th Ave S","New York",10014,NY,US
5MZI1k-wXX82G5FUojxxMQ,"1 star is for the service ! We love the pizza and we come back weekly ! 
I understand it's Friday night and its a busy shift I DO NOT UNDERSTAND why i have...",1,"Federica M.","2020-01-24 15:46:54",7h5duB461plnIGFDQTxxsQ,7h5duB461plnIGFDQTxxsQ,"Oath Pizza - West 77th Street",82,4.00,2,+19173882829,"2169 Broadway","New York",10024,NY,US
5oxVIe-VcEaLO5gucV_hPw,"Clean, quaint, and cost effective are some of the words I would choose to describe this pizza joint. Not much else to mention besides the great customer...",4,"Dina M.","2019-09-23 21:11:33",Zmp8NaqKOapPEUw5Ufv4rQ,Zmp8NaqKOapPEUw5Ufv4rQ,"Caruso Pizzeria &  Restaurant",65,3.00,1,+17187972300,"150 Smith St",Brooklyn,11201,NY,US
5PBnLVW6-AigpX1j-zbZGw,"Really loved this open air on top lookout to the beautiful skyline of NYC and the brooklyn bridge. The drinks were good. We ordered sangria for our table...",4,"Alicia B.","2019-08-16 19:49:56",an8TuHRg0e3cgiAE705ZDA,an8TuHRg0e3cgiAE705ZDA,Fornino,219,4.00,2,+17184221107,"Pier 6 Brooklyn Bridge Park",Brooklyn,11201,NY,US
5PRHgt3cGEgM08MffV2jmQ,"We can in here a few weeks ago and loved it! The coal fired roll Ben is kicking and the staff is really friendly. The manager offered us some bread and it...",4,"Greg T.","2019-11-30 09:52:44",lSelLuQYWfKMrYO_Dka_Qw,lSelLuQYWfKMrYO_Dka_Qw,"Fiamma 41",387,4.00,2,+17182255700,"214-26 41st Ave",Bayside,11361,NY,US
5QwNkzz6aedyu1KLLJhK-g,"The absolute best pizza in Astoria, hands down!

When in doubt always choose pepperoni, chicken bacon ranch, or buffalo and trust me you wont be sorry. I...",5,"Ashmani M.","2019-12-30 02:40:48",5Uo_a_Kl53O_yKglSR5nBA,5Uo_a_Kl53O_yKglSR5nBA,"Rosa's Pizza",78,4.00,1,+17187261296,"31-1 21st St",Astoria,11106,NY,US
5r80gqmrZ8bVkPha_X7RXA,"Giving one star for multiple reasons. To start we walked in greeted by a man inside the restaurant sitting on a stool throwing up on the ground and no one...",1,"Eden R.","2019-12-15 18:09:56",rCFCyKkPuLDrZLNZiLJOHw,rCFCyKkPuLDrZLNZiLJOHw,"Stromboli Pizza",215,3.50,1,+12126733691,"83 Saint Marks Pl","New York",10003,NY,US
5ReWWACN9lPeyvWtisNZUQ,"Used to love it until yesterday when I found multiple hair on two slices of my pizza, located separate from each other. So not only I didn't get my pesto...",1,"Gina G.","2020-01-16 04:06:26",zfCohJTJKG2-6YHbXnK3_w,zfCohJTJKG2-6YHbXnK3_w,"Ciao Pizza Pasta",35,3.50,NULL,+17184839920,"7116 Bay Pkwy",Brooklyn,11204,NY,US
5Sb3zIepGZ4uSdx7MSaU3Q,"Pizza 33 introduced me to my new favorite kind of pizza -- white/bianco pizza with pepperoni. It's just *chef's kiss* but I'm not sure that I'll be a...",3,"Brenae L.","2019-12-06 19:02:17",knkOjYnedjWjxrFMTXCPNQ,knkOjYnedjWjxrFMTXCPNQ,"Brick Oven Pizza 33",304,3.00,1,+12125459191,"489 Third Ave","New York",10016,NY,US
5sjTwJRqImAxPqSiBuRupg,"Grabbed a bite here mid afternoon and was astonished. One the best slice of pizza I had in NYC. Margarita slice was Very crispy and well flavored even...",5,"Nina M.","2019-11-25 17:47:59",LEvgzmAhw_pGloHv49g41A,LEvgzmAhw_pGloHv49g41A,"Yankee Pizza",35,3.50,1,+16467603334,"181 Ave C","New York City",10009,NY,US
5SvgEsYq3VondLJoZ4XEVQ,"Fancy restaurant!
I asked shrimps as a starter and it was very good.
Customer service is very good. All the staff was very attentive while I was trying to...",5,"Ge R.","2019-11-07 22:19:20",MdFV5IBcX-Ni6I4Zy1EqIw,MdFV5IBcX-Ni6I4Zy1EqIw,"Marlow Bistro",277,4.00,2,+12126629020,"1018 Amsterdam Ave","New York",10025,NY,US
5s_45F64PlUMhOCuIQPVhw,"Stopped by Gotham Pizza for a quick bite for lunch one afternoon on a hot day. When I went went inside, it was BLAZING inside the store. It felt like the...",2,"Sabrina S.","2019-06-10 10:28:12",ZrHG1_Owb87mSmTU63kTPg,ZrHG1_Owb87mSmTU63kTPg,"Gotham Pizza",158,3.50,1,+12129898858,"144 9th Ave","New York",10011,NY,US
5V5nz0o562w8YseHbCxQMQ,"Really wouldn't recognize this shop if just driving by however this particular day I was in a rush and had a craving for pizza. I ordered my pizza and paid...",5,"Quadir B.","2019-12-28 15:56:43",-HQWFXtDoRwu6D3rvH8nTQ,-HQWFXtDoRwu6D3rvH8nTQ,"King's Pizza of Harlem",56,4.00,1,+12122830182,"110 W 145th St","New York",10039,NY,US
5VwBU5w_4agiq-L3okRw8g,"A little "joint" wedged in between other restaurants on the UES.  We had a wonderful evening . A salad large enough to share  with bread to boot. We had a...",5,"Lisa C.","2019-09-29 19:30:33",hkCrlw-Yt7uyIFBACg79qA,hkCrlw-Yt7uyIFBACg79qA,"Gino's Pizza",170,3.50,2,+12127175336,"345 E 83rd St","New York",10028,NY,US
5wnHLy9VwP2whyl0fNG6lQ,"Our first stop in NY and man, did it set the standard. So far it's been our favorite meal and we're ready to go back again, even though it's only been a...",5,"Roger P.","2019-10-15 16:36:40",QGYamJlkZL8cfI-l_Am6kw,QGYamJlkZL8cfI-l_Am6kw,"Artichoke Basille's Pizza",58,3.50,2,+19172614530,"70 Pine St","New York",10270,NY,US
5X82bSIpiq5xD0ZjZV1oMg,"Went there during work day for lunch. 
It is a very small pizza shop with with no seats. They do have standing table outside, if the weather is good you can...",5,"Angell L.","2019-10-24 10:34:40",fdaS1XvbEwWNIcLqv2C6Vw,fdaS1XvbEwWNIcLqv2C6Vw,"Upside Pizza",128,4.00,1,+16464845244,"598 8th Ave","New York",10018,NY,US
5xNSLorfeIqtLTUYWOT_Zw,"The branzino is deadass the best branzino I've ever eaten. 
I always order branzino at restaurants and it's never as good as this spot. 
I live up the block...",5,"Olivia L.","2019-08-26 18:11:38",kz6WiG4CEiTtnSp1LQ88bw,kz6WiG4CEiTtnSp1LQ88bw,"Hop House Harlem",127,4.00,2,+16468580252,"2224 Frederick Douglass Blvd","New York",10026,NY,US
5yARYTnCRp4aKhzEO0K0Ug,"Giovanni never disappoints, delivery is super fast. Their Mexican and pepperoni pizzas are amazing.
They also have great chicken parm sandwiches.
They open...",5,"Chungta G.","2019-07-14 18:45:08",f6mK_GJvrY8PJo-Ni1IGkQ,f6mK_GJvrY8PJo-Ni1IGkQ,"Giovanni Pizza Restaurant",18,3.50,2,+17186091630,"45-59 47th St",Woodside,11377,NY,US
5ybgyEjlS1W_2sKjQ3E3nQ,"Everything about Claudine's is perfect! The moment you walk in, you are greeted by the mouth-watering aroma and the beautiful decor. The gorgeous, handmade...",5,"Myra M.","2020-01-21 08:45:37",rnKaWpMX5OZlQkKVZa-o3A,rnKaWpMX5OZlQkKVZa-o3A,Claudine's,119,4.00,2,+17182374992,"311 Smith St",Brooklyn,11231,NY,US
5zF0cbc4QOaB9Iwo2OVvaA,"I came here with my friend on a Saturday night and we had the best dinner! Reservation was easy to make, the day of, online. They took us right away when we...",5,"Jordyn D.","2020-01-23 17:37:53",16ZnHpuaaBt92XWeJHCC5A,16ZnHpuaaBt92XWeJHCC5A,"Olio e Piú",2104,4.00,2,+12122436546,"3 Greenwich Ave","New York",10014,NY,US
5zUG0g6m9na0gyyP7ccQSw,"Nastiest customer service . Ordered at 6, it's 6:40 pizza not ready . Dirty spot. Wouldn't recommend this spot to my high school enemy.

Update: pizza is...",1,"Victoria K.","2018-11-09 15:32:22",LxrZeYaf_X-mMmrL5ot7Lg,LxrZeYaf_X-mMmrL5ot7Lg,"Bella Roma",16,4.00,2,+17184911219,"7022 3rd Ave",Brooklyn,11209,NY,US
5_GZFRp_xKzStmR2LNO3uQ,"Pizza was really well done. Crispy crust, just the right amount of cheese. Would recommend. I also got zeppolis they were good as well (ive had better tho...",4,"Ciara O.","2019-06-21 11:21:51",Zmp8NaqKOapPEUw5Ufv4rQ,Zmp8NaqKOapPEUw5Ufv4rQ,"Caruso Pizzeria &  Restaurant",65,3.00,1,+17187972300,"150 Smith St",Brooklyn,11201,NY,US
62-TuvNtHvDyKPe6E73V6Q,"Great pizza, hot plates and a good assortment of cold drinks. As a loyal customer before 1984, a great neighborhood restaurant that also delivers, I highly...",5,"Susan M.","2018-11-09 21:38:01",BCPmwgqOPj6d82OSIyqWaw,BCPmwgqOPj6d82OSIyqWaw,"Armandos Pizza",36,3.50,1,+17186428253,"1366 Pennsylvania Ave",Brooklyn,11239,NY,US
63qFXaZYoRwa7QQxZUYiUQ,"Definitely different than the regular NY slice. 
Each pie is deep dish and cut in four small rectangles and it was more than enough for three people! 
Super...",5,"Devyn S.","2020-01-12 13:41:08",i9UMc9gLeORtCLd-OoGgYg,i9UMc9gLeORtCLd-OoGgYg,"Lions & Tigers & Squares Detroit Pizza",407,4.00,1,+19172616772,"268 W 23rd St","New York",10011,NY,US
647mG1KLK4v8bECO5AGAeg,"Really nice pizza spot! I came here for lunch one day, there was a bit of a line but it moves quickly. I couldnt decide which flavor to get so I got half of...",4,"Alina V.","2019-10-24 18:13:51",HokS8DZ_wy1MSAsm8kxzcA,HokS8DZ_wy1MSAsm8kxzcA,&pizza,56,4.50,2,,"63 Wall St","New York",10005,NY,US
64PkMuMnPJDn0_lSHEYTWQ,"Ordered from here multiple times and I'm always pleased with my decision. Pizza is delicious! Stuffed shells are yummy! Chicken San Remo is always a good go...",5,"Alexa F.","2019-12-05 13:50:11",WGG16MQeM96TAf7a39dQuw,WGG16MQeM96TAf7a39dQuw,"Maspeth Pizza",54,3.50,1,+17186395050,"7109 Grand Ave",Maspeth,11378,NY,US
657rokDLuVvyp4RGGmw_Jg,"The owner is awesome. It's obvious he loves pizza. I camee in shortly after they opened so options were limited but I tried the sicilian slice and it was...",4,"Maram A.","2019-12-13 21:02:16",9AP2VYXrBiea6KtOwb5xjQ,9AP2VYXrBiea6KtOwb5xjQ,Philomena's,80,4.50,NULL,+17182551778,"41-16 Queens Blvd",Sunnyside,11104,NY,US
665Ts5povGefgffzYPyUmw,"Went here for lunch yesterday. Whilst the food and wine were top notch, I thought the "face" of the establishment, the first person I saw which was the...",3,"Paloma F.","2019-09-20 07:44:03",D0LsGudLqLabXbhEPMkw6A,D0LsGudLqLabXbhEPMkw6A,"Aumm Aumm Pizzeria & Wine Bar",341,4.50,2,+12017139937,"7701 Broadway","North Bergen",7047,NJ,US
66miYd5TvBUuDEYogjDWGA,"Honestly this place really grew on me. The first couple times I went were during off hours and the pizza appeared to have been sitting there all day, cold...",5,"M Dylan N.","2019-11-03 16:55:34",BVg-2qLuc1owrEE1oQjXRA,BVg-2qLuc1owrEE1oQjXRA,"The 3 Luigis",84,4.00,1,+17186220059,"275 Grand Ave",Brooklyn,11238,NY,US
66SVzmA20aihp8vstXREYg,"The specialty square pies, specifically the hearty Duderino, was scrumptious and as flavorful as the description implies. I'm a ricotta and garlic fan, so...",5,"Jen C.","2020-01-19 10:53:56",uSOnbiYkOgrcIF6IyBxgHg,uSOnbiYkOgrcIF6IyBxgHg,"Slice Joint",3,5.00,NULL,+13324560129,"115 Delancey St","New York",10002,NY,US
69rUoUvicOfJLOu8-yVodw,"Super delicious pizza!

The crust was amazing. Had a cracker like crunch to it.

Thanks for some awesome slices of pizza!",5,"David T.","2019-09-22 15:20:11",1To57srDy-cVko5QWGcogA,1To57srDy-cVko5QWGcogA,"Sacco Pizza",402,4.00,1,+12125827765,"819 9th Ave","New York",10019,NY,US
6apXv56XCfkLevSxJ2qSPA,"I learned about Marinara Pizza from a Yelp elite event for the location on the UES so I was quite ecstatic that the UWS now has one. The pizzas are just as...",4,"Kwame S.","2019-09-19 20:37:49",yBjpxc_KynYnWP1HV0WuXw,yBjpxc_KynYnWP1HV0WuXw,"Marinara Pizza",60,3.50,NULL,+19172658780,"483 Amsterdam Ave","New York",10024,NY,US
6buwrA6nWHNKsze6OxF3ew,"I would love to give this place 5 stars but the plAce so tiny to the point you could not even hold your plates to eat  .
The pizza crust is so delicious ....",4,"Jessie D.","2018-12-30 11:57:33",TAa3_mCen3-fGbjDYpJ4TA,TAa3_mCen3-fGbjDYpJ4TA,"Majestic Pizza",133,3.50,1,+12123494046,"8 Cortlandt St","New York",10007,NY,US
6cjWNciyVwwCKILHMHQa3A,"I am weary to write this review because I want to keep this place as my own little best kept secret but I love this place (and the people) so much. 
The...",5,"Christine C.","2019-10-02 05:41:20",71gTwIVOynPCNOFLEv-bQA,71gTwIVOynPCNOFLEv-bQA,"LBK Pizza Napoletana",62,4.50,2,+13478895309,"669 Union St",Brooklyn,11215,NY,US
6e6XZrKcQHFBm7YLp-tDhQ,"I would say this place is kind of hit or miss.  The first time we ate there we had the bruschetta pizza and it was amazing but despite assurances that the...",5,"Ian M.","2019-08-22 10:53:53",dTNT3VytBbZVmK-kzLBwcw,dTNT3VytBbZVmK-kzLBwcw,"Napoli's Pizza",97,4.00,2,+12014790440,"133 Clinton St",Hoboken,7030,NJ,US
6EErspQ29e5E9SMLMQvtAg,"Joey's Pepperoni is pretty symbolic of most pizza joints in NYC. The hustle, the lunch time deal, and the limited seating means you coming and going. The...",4,"Rodrigo B.","2019-09-12 10:24:55",EnWrDM1j6kuFI9r2H9_ljQ,EnWrDM1j6kuFI9r2H9_ljQ,"Joey Pepperonis Pizza",122,3.50,1,+12122193555,"381 Broadway","New York",10013,NY,US
6FpYWckd209nCGo8PgeJjA,"I came to Il Mattone's location in the West Village for a "Crave" app offer which allowed me to have two free cheese slices. I was genuinely excited to try...",3,"Nicholas C.","2019-08-09 07:17:23",Lu12ks-BgqfGY75Sb1004A,Lu12ks-BgqfGY75Sb1004A,"Il Mattone West Village",43,4.50,NULL,+16463706875,"450 Hudson St","New York",10014,NY,US
6fsN-jPHzLUaP4Ca0Vttuw,"Feeds you if you're hungry. $4.50 for a pepperoni slice and $8 for a spinach calzone meh. Nothing out of the ordinary about it.
Update: The owner* said...",2,"Sandra Lorena ","2019-01-15 10:43:57",1DzXjydlq8kKr7BAVC8hFA,1DzXjydlq8kKr7BAVC8hFA,"Picasso Pizza",116,3.00,1,+12123212616,"303 S End Ave","New York",10280,NY,US
6F_VncugLHVE-Qq2lx4LYg,"Very disappointed with this place. Waitress seemed very annoyed for some reason which definitely doesn't help. 
Pizza was ok but the biggest disappointment...",2,"Alex B.","2020-01-09 13:32:19",m86CNmYThtzzWB3nPnrhbg,m86CNmYThtzzWB3nPnrhbg,"Emily - West Village",609,4.00,2,+19179356434,"35 Downing St","New York",10014,NY,US
6G2jE6Svl3K0QaL6MhbAug,"What happened to Patsy's?
I had not been there in years and it has completely gone to the dogs.
I should have known when we walked in at 8PM on a Saturday...",1,"Eric H.","2019-12-28 12:03:02",Kh0-HmlgmVUkRxR55_Vn1g,Kh0-HmlgmVUkRxR55_Vn1g,"Patsy's Pizzeria",821,4.00,2,+12125349783,"2287 1st Ave","New York",10035,NY,US
6GQzEn22xrRPp1VHzoK8Eg,"My boyfriend and I were very excited to try the pizza since we were impressed by the yelp reviews and overall rating of 4.5 stars. We walked in during...",1,"Esther C.","2019-12-03 19:47:52",oRdM7n-AfBPBGAlH4Q0Sag,oRdM7n-AfBPBGAlH4Q0Sag,"My Pie Pizzeria Romana",741,4.50,1,+12123171850,"690 Lexington Ave","New York",10022,NY,US
6J1mxjl9X642Kn_FBQI5Tw,"We stumbled upon Grazie while looking for a simple by-the-slice kind of place after visiting the Met museum for a few hours. It's just down the block and we...",3,"Wes K.","2019-12-30 07:38:54",_3QRn51W3IoqBzc9fYet4Q,_3QRn51W3IoqBzc9fYet4Q,Grazie,450,4.00,2,+12127174407,"26 E 84th St","New York",10028,NY,US
6kbpe4F33TekxsgkBri_lA,"Recommended by a local who grew up in the area as the best Brooklyn pizza.  

Parking is limited, street parking only. We were struggling to work with the...",5,"Yuko H.","2019-12-24 14:27:39",2IgRhPCG78LaJ4rptrjhcw,2IgRhPCG78LaJ4rptrjhcw,"DaVinci Pizzeria",116,4.00,1,+17182325855,"6514 18th Ave",Brooklyn,11204,NY,US
6kGUrYS39VHDPST-FaBTQA,"Are you looking for the real Ny experience ? This is true off the walk real pizza amazing awesome incredible. I love this place. I am 
 Form Florida but I...",5,"Brad G.","2019-10-25 13:22:48",Rs_ZjBLqWjGNEAPNnfff_A,Rs_ZjBLqWjGNEAPNnfff_A,"Sal's Pizzeria",41,4.50,1,+17184412606,"8507 Jamaica Ave",Woodhaven,11421,NY,US
6LBVQqQG2XuMzWCJ9ffzOw,"J & M is your standard neighborhood 3.5 stars pizza joint with thin crust slices that if you are not careful, flop over allowing the melted cheese to slide...",3,"Neil B.","2019-09-03 13:15:54",LeV_QpXKhMKpjTgoIyB-DQ,LeV_QpXKhMKpjTgoIyB-DQ,"J & M Pizza II",13,3.50,1,+17186456010,"1323 Ave U",Brooklyn,11229,NY,US
6LFQqEFY-zwB9Eo7eZRLXw,"I'm so glad that there is a legit pizza place in UC now. Went there around 3 so place wasn't busy. We ordered farm to dough and bulgogi pie. The 12 inch...",5,"Jungwon Y.","2020-01-12 09:09:53",WRgh83HCEnN-OrylCUsDHg,WRgh83HCEnN-OrylCUsDHg,"Brick + Dough",29,5.00,NULL,+12015202670,"218 48th St","Union City",7087,NJ,US
